tanggal,produk,qty,total_harga,harga_per_unit
2022-02-10,XL,70,161000,2300.0
2022-02-10,XXL,60,156000,2600.0
2022-02-11,S,10,17000,1700.0
2022-02-11,M,10,17500,1750.0
2022-02-11,L,110,192500,1750.0
2022-02-11,XL,80,184000,2300.0
2022-02-11,XXL,70,182000,2600.0
2022-02-12,S,50,85000,1700.0
2022-02-12,M,30,52500,1750.0
2022-02-12,L,90,157500,1750.0
2022-02-12,XL,50,115000,2300.0
2022-02-12,XXL,70,182000,2600.0
2022-02-13,S,0,0,0.0
2022-02-13,M,0,0,0.0
2022-02-13,L,0,0,0.0
2022-02-13,XL,0,0,0.0
2022-02-13,XXL,0,0,0.0
2022-02-14,S,10,17000,1700.0
2022-02-14,M,20,35000,1750.0
2022-02-14,L,40,70000,1750.0
2022-02-14,XL,70,161000,2300.0
2022-02-14,XXL,0,0,0.0
2022-02-15,S,30,51000,1700.0
2022-02-15,M,120,210000,1750.0
2022-02-15,L,50,87500,1750.0
2022-02-15,XL,73,167900,2300.0
2022-02-15,XXL,40,100000,2500.0
2022-02-16,S,0,0,0.0
2022-02-16,M,50,87500,1750.0
2022-02-16,L,180,315000,1750.0
2022-02-16,XL,30,69000,2300.0
2022-02-16,XXL,0,0,0.0
2022-02-17,S,10,17000,1700.0
2022-02-17,M,30,52500,1750.0
2022-02-17,L,70,122500,1750.0
2022-02-17,XL,90,207000,2300.0
2022-02-17,XXL,100,260000,2600.0
2022-02-18,S,0,0,0.0
2022-02-18,M,0,0,0.0
2022-02-18,L,0,0,0.0
2022-02-18,XL,0,0,0.0
2022-02-18,XXL,0,0,0.0
2022-02-19,S,10,17000,1700.0
2022-02-19,M,100,175000,1750.0
2022-02-19,L,230,402500,1750.0
2022-02-19,XL,140,322000,2300.0
2022-02-19,XXL,110,286000,2600.0
2022-02-20,S,0,0,0.0
2022-02-20,M,0,0,0.0
2022-02-20,L,0,0,0.0
2022-02-20,XL,0,0,0.0
2022-02-20,XXL,0,0,0.0
2022-02-21,S,40,68000,1700.0
2022-02-21,M,40,70000,1750.0
2022-02-21,L,20,35000,1750.0
2022-02-21,XL,40,92000,2300.0
2022-02-21,XXL,20,52000,2600.0
2022-02-22,S,0,0,0.0
2022-02-22,M,0,0,0.0
2022-02-22,L,80,140000,1750.0
2022-02-22,XL,20,46000,2300.0
2022-02-22,XXL,50,125000,2500.0
2022-02-23,S,30,51000,1700.0
2022-02-23,M,20,35000,1750.0
2022-02-23,L,80,140000,1750.0
2022-02-23,XL,90,207000,2300.0
2022-02-23,XXL,60,156000,2600.0
2022-02-24,S,20,34000,1700.0
2022-02-24,M,110,192500,1750.0
2022-02-24,L,60,105000,1750.0
2022-02-24,XL,20,46000,2300.0
2022-02-24,XXL,20,52000,2600.0
2022-02-25,S,0,0,0.0
2022-02-25,M,0,0,0.0
2022-02-25,L,0,0,0.0
2022-02-25,XL,0,0,0.0
2022-02-25,XXL,0,0,0.0
2022-02-26,S,0,0,0.0
2022-02-26,M,10,17500,1750.0
2022-02-26,L,70,122500,1750.0
2022-02-26,XL,100,230000,2300.0
2022-02-26,XXL,70,182000,2600.0
2022-02-27,S,0,0,0.0
2022-02-27,M,90,157500,1750.0
2022-02-27,L,130,227500,1750.0
2022-02-27,XL,80,184000,2300.0
2022-02-27,XXL,20,52000,2600.0
2022-02-28,S,10,17000,1700.0
2022-02-28,M,50,87500,1750.0
2022-02-28,L,190,332500,1750.0
2022-02-28,XL,40,92000,2300.0
2022-02-28,XXL,20,50000,2500.0
2022-03-01,S,0,0,0.0
2022-03-01,M,60,105000,1750.0
2022-03-01,L,120,210000,1750.0
2022-03-01,XL,50,207000,4140.0
2022-03-01,XXL,50,125000,2500.0
2022-03-02,S,10,17000,1700.0
2022-03-02,M,40,70000,1750.0
2022-03-02,L,120,210000,1750.0
2022-03-02,XL,60,138000,2300.0
2022-03-02,XXL,20,50000,2500.0
2022-03-03,S,20,34000,1700.0
2022-03-03,M,70,123000,1757.142857142857
2022-03-03,L,140,245000,1750.0
2022-03-03,XL,80,184000,2300.0
2022-03-03,XXL,90,225000,2500.0
2022-03-04,S,50,85000,1700.0
2022-03-04,M,20,35000,1750.0
2022-03-04,L,100,175000,1750.0
2022-03-04,XL,40,92000,2300.0
2022-03-04,XXL,20,50000,2500.0
2022-03-05,S,0,0,0.0
2022-03-05,M,0,0,0.0
2022-03-05,L,0,0,0.0
2022-03-05,XL,0,0,0.0
2022-03-05,XXL,0,0,0.0
2022-03-06,S,20,34000,1700.0
2022-03-06,M,40,70000,1750.0
2022-03-06,L,80,140000,1750.0
2022-03-06,XL,70,161000,2300.0
2022-03-06,XXL,70,175000,2500.0
2022-03-07,S,20,34000,1700.0
2022-03-07,M,0,0,0.0
2022-03-07,L,60,105000,1750.0
2022-03-07,XL,60,138000,2300.0
2022-03-07,XXL,60,150000,2500.0
2022-03-08,S,90,153000,1700.0
2022-03-08,M,40,70000,1750.0
2022-03-08,L,100,175000,1750.0
2022-03-08,XL,60,138000,2300.0
2022-03-08,XXL,80,200000,2500.0
2022-03-09,S,0,0,0.0
2022-03-09,M,10,17500,1750.0
2022-03-09,L,100,175000,1750.0
2022-03-09,XL,60,138000,2300.0
2022-03-09,XXL,20,50000,2500.0
2022-03-10,S,10,17000,1700.0
2022-03-10,M,40,70000,1750.0
2022-03-10,L,70,122500,1750.0
2022-03-10,XL,20,46000,2300.0
2022-03-10,XXL,10,25000,2500.0
2022-03-11,S,0,0,0.0
2022-03-11,M,30,52500,1750.0
2022-03-11,L,120,210000,1750.0
2022-03-11,XL,50,115000,2300.0
2022-03-11,XXL,40,100000,2500.0
2022-03-12,S,10,17000,1700.0
2022-03-12,M,40,70000,1750.0
2022-03-12,L,100,175000,1750.0
2022-03-12,XL,61,141000,2311.4754098360654
2022-03-12,XXL,10,25000,2500.0
2022-03-13,S,0,0,0.0
2022-03-13,M,0,0,0.0
2022-03-13,L,0,0,0.0
2022-03-13,XL,0,0,0.0
2022-03-13,XXL,0,0,0.0
2022-03-14,S,20,34000,1700.0
2022-03-14,M,30,52500,1750.0
2022-03-14,L,90,157500,1750.0
2022-03-14,XL,90,207000,2300.0
2022-03-14,XXL,60,150000,2500.0
2022-03-15,S,0,0,0.0
2022-03-15,M,0,0,0.0
2022-03-15,L,0,0,0.0
2022-03-15,XL,0,0,0.0
2022-03-15,XXL,0,0,0.0
2022-03-16,S,10,17000,1700.0
2022-03-16,M,10,17500,1750.0
2022-03-16,L,120,210000,1750.0
2022-03-16,XL,20,46000,2300.0
2022-03-16,XXL,0,0,0.0
2022-03-17,S,0,0,0.0
2022-03-17,M,50,87500,1750.0
2022-03-17,L,110,192500,1750.0
2022-03-17,XL,80,184000,2300.0
2022-03-17,XXL,80,200000,2500.0
2022-03-18,S,30,51000,1700.0
2022-03-18,M,20,35000,1750.0
2022-03-18,L,120,210000,1750.0
2022-03-18,XL,40,92000,2300.0
2022-03-18,XXL,50,125000,2500.0
2022-03-19,S,40,68000,1700.0
2022-03-19,M,20,35000,1750.0
2022-03-19,L,70,122500,1750.0
2022-03-19,XL,80,184000,2300.0
2022-03-19,XXL,40,100000,2500.0
2022-03-20,S,0,0,0.0
2022-03-20,M,0,0,0.0
2022-03-20,L,0,0,0.0
2022-03-20,XL,0,0,0.0
2022-03-20,XXL,0,0,0.0
2022-03-21,S,10,17000,1700.0
2022-03-21,M,100,175000,1750.0
2022-03-21,L,120,210000,1750.0
2022-03-21,XL,110,253000,2300.0
2022-03-21,XXL,90,225000,2500.0
2022-03-22,S,0,0,0.0
2022-03-22,M,50,87500,1750.0
2022-03-22,L,70,122500,1750.0
2022-03-22,XL,150,342500,2283.3333333333335
2022-03-22,XXL,90,225000,2500.0
2022-03-23,S,10,17000,1700.0
2022-03-23,M,20,35000,1750.0
2022-03-23,L,90,157500,1750.0
2022-03-23,XL,30,69000,2300.0
2022-03-23,XXL,30,75000,2500.0
2022-03-24,S,30,51000,1700.0
2022-03-24,M,90,157500,1750.0
2022-03-24,L,210,367500,1750.0
2022-03-24,XL,90,207000,2300.0
2022-03-24,XXL,80,200000,2500.0
2022-03-25,S,0,0,0.0
2022-03-25,M,20,35000,1750.0
2022-03-25,L,80,140000,1750.0
2022-03-25,XL,50,115000,2300.0
2022-03-25,XXL,60,150000,2500.0
2022-03-26,S,0,0,0.0
2022-03-26,M,40,70000,1750.0
2022-03-26,L,190,332500,1750.0
2022-03-26,XL,110,253000,2300.0
2022-03-26,XXL,60,150000,2500.0
2022-03-27,S,0,0,0.0
2022-03-27,M,0,0,0.0
2022-03-27,L,0,0,0.0
2022-03-27,XL,0,0,0.0
2022-03-27,XXL,0,0,0.0
2022-03-28,S,10,17000,1700.0
2022-03-28,M,20,35000,1750.0
2022-03-28,L,30,52500,1750.0
2022-03-28,XL,50,115000,2300.0
2022-03-28,XXL,60,150000,2500.0
2022-03-29,S,10,17000,1700.0
2022-03-29,M,50,87500,1750.0
2022-03-29,L,80,140000,1750.0
2022-03-29,XL,80,184000,2300.0
2022-03-29,XXL,70,175000,2500.0
2022-03-30,S,0,0,0.0
2022-03-30,M,0,0,0.0
2022-03-30,L,0,0,0.0
2022-03-30,XL,0,0,0.0
2022-03-30,XXL,0,0,0.0
2022-03-31,S,0,0,0.0
2022-03-31,M,70,125000,1785.7142857142858
2022-03-31,L,130,227500,1750.0
2022-03-31,XL,90,207000,2300.0
2022-03-31,XXL,120,300000,2500.0
2022-04-01,S,40,68000,1700.0
2022-04-01,M,60,105000,1750.0
2022-04-01,L,140,245000,1750.0
2022-04-01,XL,90,207000,2300.0
2022-04-01,XXL,60,150000,2500.0
2022-04-02,S,40,68000,1700.0
2022-04-02,M,40,70000,1750.0
2022-04-02,L,110,192500,1750.0
2022-04-02,XL,120,276000,2300.0
2022-04-02,XXL,70,175000,2500.0
2022-04-03,S,0,0,0.0
2022-04-03,M,0,0,0.0
2022-04-03,L,0,0,0.0
2022-04-03,XL,0,0,0.0
2022-04-03,XXL,0,0,0.0
2022-04-04,S,20,34000,1700.0
2022-04-04,M,10,17500,1750.0
2022-04-04,L,110,192500,1750.0
2022-04-04,XL,110,253000,2300.0
2022-04-04,XXL,30,75000,2500.0
2022-04-05,S,0,0,0.0
2022-04-05,M,50,87500,1750.0
2022-04-05,L,90,157500,1750.0
2022-04-05,XL,110,253000,2300.0
2022-04-05,XXL,30,75000,2500.0
2022-04-06,S,30,51000,1700.0
2022-04-06,M,30,52500,1750.0
2022-04-06,L,170,297500,1750.0
2022-04-06,XL,60,135000,2250.0
2022-04-06,XXL,40,100000,2500.0
2022-04-07,S,10,17000,1700.0
2022-04-07,M,30,52500,1750.0
2022-04-07,L,110,192500,1750.0
2022-04-07,XL,30,69000,2300.0
2022-04-07,XXL,60,150000,2500.0
2022-04-08,S,30,51000,1700.0
2022-04-08,M,20,35000,1750.0
2022-04-08,L,140,245000,1750.0
2022-04-08,XL,90,207000,2300.0
2022-04-08,XXL,40,100000,2500.0
2022-04-09,S,30,51000,1700.0
2022-04-09,M,20,35000,1750.0
2022-04-09,L,160,280000,1750.0
2022-04-09,XL,60,138000,2300.0
2022-04-09,XXL,30,75000,2500.0
2022-04-10,S,0,0,0.0
2022-04-10,M,0,0,0.0
2022-04-10,L,0,0,0.0
2022-04-10,XL,0,0,0.0
2022-04-10,XXL,0,0,0.0
2022-04-11,S,30,51000,1700.0
2022-04-11,M,50,87500,1750.0
2022-04-11,L,80,140000,1750.0
2022-04-11,XL,50,115000,2300.0
2022-04-11,XXL,50,125000,2500.0
2022-04-12,S,0,0,0.0
2022-04-12,M,20,34000,1700.0
2022-04-12,L,90,157500,1750.0
2022-04-12,XL,52,120000,2307.6923076923076
2022-04-12,XXL,60,150000,2500.0
2022-04-13,S,30,51000,1700.0
2022-04-13,M,50,87500,1750.0
2022-04-13,L,210,367500,1750.0
2022-04-13,XL,30,69000,2300.0
2022-04-13,XXL,10,25000,2500.0
2022-04-14,S,20,34000,1700.0
2022-04-14,M,50,87500,1750.0
2022-04-14,L,50,87500,1750.0
2022-04-14,XL,30,69000,2300.0
2022-04-14,XXL,60,150000,2500.0
2022-04-15,S,10,17000,1700.0
2022-04-15,M,50,87500,1750.0
2022-04-15,L,90,157500,1750.0
2022-04-15,XL,40,92000,2300.0
2022-04-15,XXL,70,175000,2500.0
2022-04-16,S,0,0,0.0
2022-04-16,M,40,70000,1750.0
2022-04-16,L,50,87500,1750.0
2022-04-16,XL,110,253000,2300.0
2022-04-16,XXL,20,50000,2500.0
2022-04-17,S,0,0,0.0
2022-04-17,M,0,0,0.0
2022-04-17,L,0,0,0.0
2022-04-17,XL,0,0,0.0
2022-04-17,XXL,0,0,0.0
2022-04-18,S,10,17000,1700.0
2022-04-18,M,50,87500,1750.0
2022-04-18,L,80,140000,1750.0
2022-04-18,XL,50,115000,2300.0
2022-04-18,XXL,50,125000,2500.0
2022-04-19,S,0,0,0.0
2022-04-19,M,40,70000,1750.0
2022-04-19,L,150,262500,1750.0
2022-04-19,XL,120,270000,2250.0
2022-04-19,XXL,40,100000,2500.0
2022-04-20,S,20,34000,1700.0
2022-04-20,M,90,157500,1750.0
2022-04-20,L,130,227500,1750.0
2022-04-20,XL,50,115000,2300.0
2022-04-20,XXL,40,100000,2500.0
2022-04-21,S,20,54000,2700.0
2022-04-21,M,40,70000,1750.0
2022-04-21,L,90,157500,1750.0
2022-04-21,XL,30,69000,2300.0
2022-04-21,XXL,50,125000,2500.0
2022-04-22,S,30,51000,1700.0
2022-04-22,M,20,35000,1750.0
2022-04-22,L,160,280000,1750.0
2022-04-22,XL,120,276000,2300.0
2022-04-22,XXL,50,125000,2500.0
2022-04-23,S,10,17000,1700.0
2022-04-23,M,40,70000,1750.0
2022-04-23,L,100,170000,1700.0
2022-04-23,XL,50,115000,2300.0
2022-04-23,XXL,40,100000,2500.0
2022-04-24,S,0,0,0.0
2022-04-24,M,0,0,0.0
2022-04-24,L,0,0,0.0
2022-04-24,XL,0,0,0.0
2022-04-24,XXL,0,0,0.0
2022-04-25,S,30,51000,1700.0
2022-04-25,M,40,70000,1750.0
2022-04-25,L,90,157500,1750.0
2022-04-25,XL,110,253000,2300.0
2022-04-25,XXL,20,50000,2500.0
2022-04-26,S,0,0,0.0
2022-04-26,M,30,52500,1750.0
2022-04-26,L,150,262500,1750.0
2022-04-26,XL,30,69000,2300.0
2022-04-26,XXL,60,110000,1833.3333333333333
2022-04-27,S,0,0,0.0
2022-04-27,M,0,0,0.0
2022-04-27,L,0,0,0.0
2022-04-27,XL,0,0,0.0
2022-04-27,XXL,0,0,0.0
2022-04-28,S,30,52500,1750.0
2022-04-28,M,100,175000,1750.0
2022-04-28,L,280,490000,1750.0
2022-04-28,XL,120,276000,2300.0
2022-04-28,XXL,80,200000,2500.0
2022-04-29,S,0,0,0.0
2022-04-29,M,0,0,0.0
2022-04-29,L,0,0,0.0
2022-04-29,XL,0,0,0.0
2022-04-29,XXL,0,0,0.0
2022-04-30,S,0,0,0.0
2022-04-30,M,0,0,0.0
2022-04-30,L,0,0,0.0
2022-04-30,XL,0,0,0.0
2022-04-30,XXL,0,0,0.0
2022-05-01,S,0,0,0.0
2022-05-01,M,0,0,0.0
2022-05-01,L,0,0,0.0
2022-05-01,XL,0,0,0.0
2022-05-01,XXL,0,0,0.0
2022-05-02,S,0,0,0.0
2022-05-02,M,0,0,0.0
2022-05-02,L,0,0,0.0
2022-05-02,XL,0,0,0.0
2022-05-02,XXL,0,0,0.0
2022-05-03,S,0,0,0.0
2022-05-03,M,0,0,0.0
2022-05-03,L,0,0,0.0
2022-05-03,XL,0,0,0.0
2022-05-03,XXL,0,0,0.0
2022-05-04,S,0,0,0.0
2022-05-04,M,0,0,0.0
2022-05-04,L,0,0,0.0
2022-05-04,XL,0,0,0.0
2022-05-04,XXL,0,0,0.0
2022-05-05,S,20,35000,1750.0
2022-05-05,M,90,157500,1750.0
2022-05-05,L,140,245000,1750.0
2022-05-05,XL,130,299000,2300.0
2022-05-05,XXL,80,200000,2500.0
2022-05-06,S,0,0,0.0
2022-05-06,M,0,0,0.0
2022-05-06,L,0,0,0.0
2022-05-06,XL,0,0,0.0
2022-05-06,XXL,0,0,0.0
2022-05-07,S,0,0,0.0
2022-05-07,M,60,105000,1750.0
2022-05-07,L,40,70000,1750.0
2022-05-07,XL,50,115000,2300.0
2022-05-07,XXL,40,100000,2500.0
2022-05-08,S,0,0,0.0
2022-05-08,M,0,0,0.0
2022-05-08,L,0,0,0.0
2022-05-08,XL,0,0,0.0
2022-05-08,XXL,0,0,0.0
2022-05-09,S,10,17000,1700.0
2022-05-09,M,0,0,0.0
2022-05-09,L,220,385000,1750.0
2022-05-09,XL,60,138000,2300.0
2022-05-09,XXL,30,75000,2500.0
2022-05-10,S,0,0,0.0
2022-05-10,M,60,105000,1750.0
2022-05-10,L,100,175000,1750.0
2022-05-10,XL,80,184000,2300.0
2022-05-10,XXL,40,100000,2500.0
2022-05-11,S,30,51000,1700.0
2022-05-11,M,80,140000,1750.0
2022-05-11,L,130,227500,1750.0
2022-05-11,XL,50,115000,2300.0
2022-05-11,XXL,80,200000,2500.0
2022-05-12,S,10,17000,1700.0
2022-05-12,M,40,70000,1750.0
2022-05-12,L,90,157500,1750.0
2022-05-12,XL,50,115000,2300.0
2022-05-12,XXL,20,50000,2500.0
2022-05-13,S,30,51000,1700.0
2022-05-13,M,60,105000,1750.0
2022-05-13,L,200,340000,1700.0
2022-05-13,XL,120,276000,2300.0
2022-05-13,XXL,80,200000,2500.0
2022-05-14,S,20,34000,1700.0
2022-05-14,M,70,122500,1750.0
2022-05-14,L,190,332500,1750.0
2022-05-14,XL,40,92000,2300.0
2022-05-14,XXL,30,75000,2500.0
2022-05-15,S,0,0,0.0
2022-05-15,M,0,0,0.0
2022-05-15,L,0,0,0.0
2022-05-15,XL,0,0,0.0
2022-05-15,XXL,0,0,0.0
2022-05-16,S,10,17000,1700.0
2022-05-16,M,50,87500,1750.0
2022-05-16,L,140,245000,1750.0
2022-05-16,XL,100,230000,2300.0
2022-05-16,XXL,30,75000,2500.0
2022-05-17,S,10,17000,1700.0
2022-05-17,M,40,70000,1750.0
2022-05-17,L,80,140000,1750.0
2022-05-17,XL,90,207000,2300.0
2022-05-17,XXL,30,75000,2500.0
2022-05-18,S,0,0,0.0
2022-05-18,M,0,0,0.0
2022-05-18,L,0,0,0.0
2022-05-18,XL,0,0,0.0
2022-05-18,XXL,0,0,0.0
2022-05-19,S,20,34000,1700.0
2022-05-19,M,70,122500,1750.0
2022-05-19,L,150,262500,1750.0
2022-05-19,XL,70,161000,2300.0
2022-05-19,XXL,50,125000,2500.0
2022-05-20,S,10,17000,1700.0
2022-05-20,M,10,17500,1750.0
2022-05-20,L,70,122500,1750.0
2022-05-20,XL,60,138000,2300.0
2022-05-20,XXL,20,50000,2500.0
2022-05-21,S,10,17000,1700.0
2022-05-21,M,40,70000,1750.0
2022-05-21,L,80,140000,1750.0
2022-05-21,XL,70,161000,2300.0
2022-05-21,XXL,30,75000,2500.0
2022-05-22,S,0,0,0.0
2022-05-22,M,0,0,0.0
2022-05-22,L,0,0,0.0
2022-05-22,XL,0,0,0.0
2022-05-22,XXL,0,0,0.0
2022-05-23,S,0,0,0.0
2022-05-23,M,0,0,0.0
2022-05-23,L,0,0,0.0
2022-05-23,XL,0,0,0.0
2022-05-23,XXL,0,0,0.0
2022-05-24,S,40,68000,1700.0
2022-05-24,M,70,122500,1750.0
2022-05-24,L,90,157500,1750.0
2022-05-24,XL,20,46000,2300.0
2022-05-24,XXL,60,150000,2500.0
2022-05-25,S,30,51000,1700.0
2022-05-25,M,60,105000,1750.0
2022-05-25,L,80,140000,1750.0
2022-05-25,XL,70,161000,2300.0
2022-05-25,XXL,60,150000,2500.0
2022-05-26,S,10,17000,1700.0
2022-05-26,M,30,52500,1750.0
2022-05-26,L,100,175000,1750.0
2022-05-26,XL,50,115000,2300.0
2022-05-26,XXL,50,125000,2500.0
2022-05-27,S,20,35000,1750.0
2022-05-27,M,50,87500,1750.0
2022-05-27,L,120,210000,1750.0
2022-05-27,XL,60,138000,2300.0
2022-05-27,XXL,20,50000,2500.0
2022-05-28,S,0,0,0.0
2022-05-28,M,0,0,0.0
2022-05-28,L,0,0,0.0
2022-05-28,XL,0,0,0.0
2022-05-28,XXL,0,0,0.0
2022-05-29,S,0,0,0.0
2022-05-29,M,0,0,0.0
2022-05-29,L,0,0,0.0
2022-05-29,XL,0,0,0.0
2022-05-29,XXL,0,0,0.0
2022-05-30,S,0,0,0.0
2022-05-30,M,70,122500,1750.0
2022-05-30,L,160,280000,1750.0
2022-05-30,XL,100,230000,2300.0
2022-05-30,XXL,0,0,0.0
2022-05-31,S,20,34000,1700.0
2022-05-31,M,80,140000,1750.0
2022-05-31,L,160,280000,1750.0
2022-05-31,XL,120,276000,2300.0
2022-05-31,XXL,70,175000,2500.0
2022-06-01,S,30,51000,1700.0
2022-06-01,M,60,105000,1750.0
2022-06-01,L,100,175000,1750.0
2022-06-01,XL,40,92000,2300.0
2022-06-01,XXL,40,100000,2500.0
2022-06-02,S,10,17000,1700.0
2022-06-02,M,30,52500,1750.0
2022-06-02,L,70,122500,1750.0
2022-06-02,XL,70,161000,2300.0
2022-06-02,XXL,50,125000,2500.0
2022-06-03,S,10,17000,1700.0
2022-06-03,M,40,70000,1750.0
2022-06-03,L,50,87500,1750.0
2022-06-03,XL,110,253000,2300.0
2022-06-03,XXL,30,75000,2500.0
2022-06-04,S,20,34000,1700.0
2022-06-04,M,30,52500,1750.0
2022-06-04,L,160,280000,1750.0
2022-06-04,XL,50,115000,2300.0
2022-06-04,XXL,70,175000,2500.0
2022-06-05,S,0,0,0.0
2022-06-05,M,0,0,0.0
2022-06-05,L,0,0,0.0
2022-06-05,XL,0,0,0.0
2022-06-05,XXL,0,0,0.0
2022-06-06,S,10,17000,1700.0
2022-06-06,M,80,140000,1750.0
2022-06-06,L,150,262500,1750.0
2022-06-06,XL,70,161000,2300.0
2022-06-06,XXL,50,125000,2500.0
2022-06-07,S,40,68000,1700.0
2022-06-07,M,50,87500,1750.0
2022-06-07,L,150,262500,1750.0
2022-06-07,XL,81,187000,2308.641975308642
2022-06-07,XXL,20,50000,2500.0
2022-06-08,S,10,17000,1700.0
2022-06-08,M,50,87500,1750.0
2022-06-08,L,120,210000,1750.0
2022-06-08,XL,70,161000,2300.0
2022-06-08,XXL,40,100000,2500.0
2022-06-09,S,30,51000,1700.0
2022-06-09,M,20,35000,1750.0
2022-06-09,L,50,87500,1750.0
2022-06-09,XL,50,115000,2300.0
2022-06-09,XXL,60,150000,2500.0
2022-06-10,S,20,34000,1700.0
2022-06-10,M,30,52500,1750.0
2022-06-10,L,100,175000,1750.0
2022-06-10,XL,90,207000,2300.0
2022-06-10,XXL,40,100000,2500.0
2022-06-11,S,10,17000,1700.0
2022-06-11,M,30,52500,1750.0
2022-06-11,L,140,245000,1750.0
2022-06-11,XL,50,115000,2300.0
2022-06-11,XXL,20,50000,2500.0
2022-06-12,S,0,0,0.0
2022-06-12,M,0,0,0.0
2022-06-12,L,0,0,0.0
2022-06-12,XL,0,0,0.0
2022-06-12,XXL,0,0,0.0
2022-06-13,S,0,0,0.0
2022-06-13,M,20,35000,1750.0
2022-06-13,L,120,210000,1750.0
2022-06-13,XL,80,184000,2300.0
2022-06-13,XXL,10,25000,2500.0
2022-06-14,S,10,17000,1700.0
2022-06-14,M,50,87500,1750.0
2022-06-14,L,110,192500,1750.0
2022-06-14,XL,40,92000,2300.0
2022-06-14,XXL,20,50000,2500.0
2022-06-15,S,10,17000,1700.0
2022-06-15,M,90,157500,1750.0
2022-06-15,L,120,210000,1750.0
2022-06-15,XL,60,138000,2300.0
2022-06-15,XXL,60,150000,2500.0
2022-06-16,S,10,17000,1700.0
2022-06-16,M,30,52500,1750.0
2022-06-16,L,50,87500,1750.0
2022-06-16,XL,30,66000,2200.0
2022-06-16,XXL,70,175000,2500.0
2022-06-17,S,0,0,0.0
2022-06-17,M,40,70000,1750.0
2022-06-17,L,70,122500,1750.0
2022-06-17,XL,140,322000,2300.0
2022-06-17,XXL,60,150000,2500.0
2022-06-18,S,30,51000,1700.0
2022-06-18,M,30,52500,1750.0
2022-06-18,L,170,297500,1750.0
2022-06-18,XL,90,207000,2300.0
2022-06-18,XXL,70,175000,2500.0
2022-06-19,S,0,0,0.0
2022-06-19,M,0,0,0.0
2022-06-19,L,0,0,0.0
2022-06-19,XL,0,0,0.0
2022-06-19,XXL,0,0,0.0
2022-06-20,S,0,0,0.0
2022-06-20,M,30,52500,1750.0
2022-06-20,L,160,280000,1750.0
2022-06-20,XL,100,230000,2300.0
2022-06-20,XXL,40,100000,2500.0
2022-06-21,S,30,51000,1700.0
2022-06-21,M,100,175000,1750.0
2022-06-21,L,90,157500,1750.0
2022-06-21,XL,120,276000,2300.0
2022-06-21,XXL,60,150000,2500.0
2022-06-22,S,10,17000,1700.0
2022-06-22,M,100,175000,1750.0
2022-06-22,L,160,280000,1750.0
2022-06-22,XL,40,92000,2300.0
2022-06-22,XXL,40,100000,2500.0
2022-06-23,S,0,0,0.0
2022-06-23,M,70,122500,1750.0
2022-06-23,L,70,122500,1750.0
2022-06-23,XL,70,161000,2300.0
2022-06-23,XXL,40,100000,2500.0
2022-06-24,S,10,17000,1700.0
2022-06-24,M,40,70000,1750.0
2022-06-24,L,110,192500,1750.0
2022-06-24,XL,100,230000,2300.0
2022-06-24,XXL,50,125000,2500.0
2022-06-25,S,0,0,0.0
2022-06-25,M,40,70000,1750.0
2022-06-25,L,130,227500,1750.0
2022-06-25,XL,110,253000,2300.0
2022-06-25,XXL,40,100000,2500.0
2022-06-26,S,0,0,0.0
2022-06-26,M,0,0,0.0
2022-06-26,L,0,0,0.0
2022-06-26,XL,0,0,0.0
2022-06-26,XXL,0,0,0.0
2022-06-27,S,0,0,0.0
2022-06-27,M,80,140000,1750.0
2022-06-27,L,180,315000,1750.0
2022-06-27,XL,50,115000,2300.0
2022-06-27,XXL,30,75000,2500.0
2022-06-28,S,0,0,0.0
2022-06-28,M,90,157500,1750.0
2022-06-28,L,200,350000,1750.0
2022-06-28,XL,60,138000,2300.0
2022-06-28,XXL,40,100000,2500.0
2022-06-29,S,20,34000,1700.0
2022-06-29,M,60,105000,1750.0
2022-06-29,L,90,157500,1750.0
2022-06-29,XL,80,184000,2300.0
2022-06-29,XXL,70,175000,2500.0
2022-06-30,S,0,0,0.0
2022-06-30,M,40,70000,1750.0
2022-06-30,L,120,210000,1750.0
2022-06-30,XL,60,138000,2300.0
2022-06-30,XXL,20,50000,2500.0
2022-07-01,S,0,0,0.0
2022-07-01,M,30,52500,1750.0
2022-07-01,L,90,157500,1750.0
2022-07-01,XL,90,207000,2300.0
2022-07-01,XXL,40,100000,2500.0
2022-07-02,S,0,0,0.0
2022-07-02,M,0,0,0.0
2022-07-02,L,0,0,0.0
2022-07-02,XL,0,0,0.0
2022-07-02,XXL,0,0,0.0
2022-07-03,S,0,0,0.0
2022-07-03,M,0,0,0.0
2022-07-03,L,0,0,0.0
2022-07-03,XL,0,0,0.0
2022-07-03,XXL,0,0,0.0
2022-07-04,S,30,51000,1700.0
2022-07-04,M,20,35000,1750.0
2022-07-04,L,150,262500,1750.0
2022-07-04,XL,180,184000,1022.2222222222222
2022-07-04,XXL,30,75000,2500.0
2022-07-05,S,0,0,0.0
2022-07-05,M,70,122500,1750.0
2022-07-05,L,190,332500,1750.0
2022-07-05,XL,120,276000,2300.0
2022-07-05,XXL,60,150000,2500.0
2022-07-06,S,10,17000,1700.0
2022-07-06,M,90,157500,1750.0
2022-07-06,L,120,210000,1750.0
2022-07-06,XL,60,138000,2300.0
2022-07-06,XXL,30,75000,2500.0
2022-07-07,S,10,17000,1700.0
