produk,tanggal,qty,t,ln_Q
L,2025-11-17,108,1358,4.68213122712422
L,2025-11-18,54,1359,3.9889840465642745
L,2025-11-19,42,1360,3.7376696182833684
L,2025-11-20,72,1361,4.276666119016055
L,2025-11-21,48,1362,3.871201010907891
L,2025-11-24,114,1363,4.736198448394496
L,2025-11-25,96,1364,4.564348191467836
L,2025-11-26,120,1365,4.787491742782046
L,2025-11-27,144,1366,4.969813299576001
L,2025-11-28,36,1367,3.58351893845611
L,2025-11-29,96,1368,4.564348191467836
L,2025-12-01,162,1369,5.087596335232384
L,2025-12-02,60,1370,4.0943445622221
L,2025-12-03,108,1371,4.68213122712422
L,2025-12-04,108,1372,4.68213122712422
L,2025-12-05,60,1373,4.0943445622221
L,2025-12-06,60,1374,4.0943445622221
L,2025-12-08,144,1375,4.969813299576001
L,2025-12-09,72,1376,4.276666119016055
L,2025-12-10,60,1377,4.0943445622221
L,2025-12-11,132,1378,4.882801922586371
L,2025-12-12,24,1379,3.1780538303479458
L,2025-12-13,48,1380,3.871201010907891
L,2025-12-15,96,1381,4.564348191467836
L,2025-12-16,36,1382,3.58351893845611
L,2025-12-17,90,1383,4.499809670330265
L,2025-12-18,96,1384,4.564348191467836
L,2025-12-19,108,1385,4.68213122712422
L,2025-12-20,120,1386,4.787491742782046
L,2025-12-22,84,1387,4.430816798843313
L,2025-12-23,156,1388,5.049856007249537
L,2025-12-24,108,1389,4.68213122712422
L,2025-12-25,12,1390,2.4849066497880004
M,2021-01-02,120,1,4.787491742782046
M,2021-01-04,60,2,4.0943445622221
M,2021-01-05,60,3,4.0943445622221
M,2021-01-06,60,4,4.0943445622221
M,2021-01-07,40,5,3.6888794541139363
M,2021-01-08,40,6,3.6888794541139363
M,2021-01-09,50,7,3.912023005428146
M,2021-01-11,70,8,4.248495242049359
M,2021-01-12,30,9,3.4011973816621555
M,2021-01-13,20,10,2.995732273553991
M,2021-01-14,30,11,3.4011973816621555
M,2021-01-15,40,12,3.6888794541139363
M,2021-01-16,50,13,3.912023005428146
M,2021-01-19,80,14,4.382026634673881
M,2021-01-20,70,15,4.248495242049359
M,2021-01-21,60,16,4.0943445622221
M,2021-01-22,20,17,2.995732273553991
M,2021-01-23,40,18,3.6888794541139363
M,2021-01-25,40,19,3.6888794541139363
M,2021-01-26,80,20,4.382026634673881
M,2021-01-27,40,21,3.6888794541139363
M,2021-01-28,110,22,4.700480365792417
M,2021-01-29,50,23,3.912023005428146
M,2021-02-01,30,24,3.4011973816621555
M,2021-02-02,80,25,4.382026634673881
M,2021-02-03,40,26,3.6888794541139363
M,2021-02-04,100,27,4.605170185988092
M,2021-02-05,60,28,4.0943445622221
M,2021-02-06,30,29,3.4011973816621555
M,2021-02-08,20,30,2.995732273553991
M,2021-02-09,60,31,4.0943445622221
M,2021-02-10,60,32,4.0943445622221
M,2021-02-11,130,33,4.867534450455582
M,2021-02-12,80,34,4.382026634673881
M,2021-02-13,10,35,2.302585092994046
M,2021-02-15,10,36,2.302585092994046
M,2021-02-16,80,37,4.382026634673881
M,2021-02-17,70,38,4.248495242049359
M,2021-02-18,60,39,4.0943445622221
M,2021-02-20,80,40,4.382026634673881
M,2021-02-22,50,41,3.912023005428146
M,2021-02-23,110,42,4.700480365792417
M,2021-02-24,50,43,3.912023005428146
M,2021-02-25,100,44,4.605170185988092
M,2021-02-26,70,45,4.248495242049359
M,2021-02-27,10,46,2.302585092994046
M,2021-03-01,40,47,3.6888794541139363
M,2021-03-02,50,48,3.912023005428146
M,2021-03-03,50,49,3.912023005428146
M,2021-03-04,80,50,4.382026634673881
M,2021-03-05,20,51,2.995732273553991
M,2021-03-06,90,52,4.499809670330265
M,2021-03-08,90,53,4.499809670330265
M,2021-03-09,40,54,3.6888794541139363
M,2021-03-10,40,55,3.6888794541139363
M,2021-03-11,30,56,3.4011973816621555
M,2021-03-12,50,57,3.912023005428146
M,2021-03-13,30,58,3.4011973816621555
M,2021-03-14,10,59,2.302585092994046
M,2021-03-16,80,60,4.382026634673881
M,2021-03-17,60,61,4.0943445622221
M,2021-03-18,110,62,4.700480365792417
M,2021-03-19,80,63,4.382026634673881
M,2021-03-20,70,64,4.248495242049359
M,2021-03-23,30,65,3.4011973816621555
M,2021-03-25,110,66,4.700480365792417
M,2021-03-26,60,67,4.0943445622221
M,2021-03-27,30,68,3.4011973816621555
M,2021-03-29,60,69,4.0943445622221
M,2021-03-30,70,70,4.248495242049359
M,2021-03-31,100,71,4.605170185988092
M,2021-04-01,140,72,4.941642422609304
M,2021-04-05,70,73,4.248495242049359
M,2021-04-06,70,74,4.248495242049359
M,2021-04-07,70,75,4.248495242049359
M,2021-04-08,80,76,4.382026634673881
M,2021-04-09,50,77,3.912023005428146
M,2021-04-10,30,78,3.4011973816621555
M,2021-04-12,40,79,3.6888794541139363
M,2021-04-20,60,80,4.0943445622221
M,2021-04-23,30,81,3.4011973816621555
M,2021-04-24,50,82,3.912023005428146
M,2021-04-26,40,83,3.6888794541139363
M,2021-04-27,10,84,2.302585092994046
M,2021-04-28,30,85,3.4011973816621555
M,2021-04-29,50,86,3.912023005428146
M,2021-04-30,50,87,3.912023005428146
M,2021-05-01,50,88,3.912023005428146
M,2021-05-03,20,89,2.995732273553991
M,2021-05-04,30,90,3.4011973816621555
M,2021-05-05,70,91,4.248495242049359
M,2021-05-06,90,92,4.499809670330265
M,2021-05-07,40,93,3.6888794541139363
M,2021-05-08,30,94,3.4011973816621555
M,2021-05-10,10,95,2.302585092994046
M,2021-05-11,40,96,3.6888794541139363
M,2021-05-15,10,97,2.302585092994046
M,2021-05-17,40,98,3.6888794541139363
M,2021-05-18,30,99,3.4011973816621555
M,2021-05-29,90,100,4.499809670330265
M,2021-05-30,30,101,3.4011973816621555
M,2021-05-31,50,102,3.912023005428146
M,2021-06-01,50,103,3.912023005428146
M,2021-06-02,40,104,3.6888794541139363
M,2021-06-03,40,105,3.6888794541139363
M,2021-06-04,30,106,3.4011973816621555
M,2021-06-05,10,107,2.302585092994046
M,2021-06-07,10,108,2.302585092994046
M,2021-06-08,90,109,4.499809670330265
M,2021-06-09,30,110,3.4011973816621555
M,2021-06-10,60,111,4.0943445622221
M,2021-06-11,40,112,3.6888794541139363
M,2021-06-12,40,113,3.6888794541139363
M,2021-06-13,20,114,2.995732273553991
M,2021-06-15,30,115,3.4011973816621555
M,2021-06-16,20,116,2.995732273553991
M,2021-06-17,40,117,3.6888794541139363
M,2021-06-18,30,118,3.4011973816621555
M,2021-06-19,40,119,3.6888794541139363
M,2021-06-21,40,120,3.6888794541139363
M,2021-06-22,60,121,4.0943445622221
M,2021-06-23,120,122,4.787491742782046
M,2021-06-24,70,123,4.248495242049359
M,2021-06-25,30,124,3.4011973816621555
M,2021-06-26,10,125,2.302585092994046
M,2021-06-28,30,126,3.4011973816621555
M,2021-06-29,30,127,3.4011973816621555
M,2021-07-01,80,128,4.382026634673881
M,2021-07-02,20,129,2.995732273553991
M,2021-07-03,50,130,3.912023005428146
M,2021-07-05,30,131,3.4011973816621555
M,2021-07-06,10,132,2.302585092994046
M,2021-07-07,50,133,3.912023005428146
M,2021-07-08,60,134,4.0943445622221
M,2021-07-09,10,135,2.302585092994046
M,2021-07-10,20,136,2.995732273553991
M,2021-07-12,10,137,2.302585092994046
M,2021-07-13,30,138,3.4011973816621555
M,2021-07-14,30,139,3.4011973816621555
M,2021-07-15,70,140,4.248495242049359
M,2021-07-16,60,141,4.0943445622221
M,2021-07-17,40,142,3.6888794541139363
M,2021-07-19,20,143,2.995732273553991
M,2021-07-21,30,144,3.4011973816621555
M,2021-07-22,10,145,2.302585092994046
M,2021-07-23,40,146,3.6888794541139363
M,2021-07-24,50,147,3.912023005428146
M,2021-07-26,20,148,2.995732273553991
M,2021-07-27,30,149,3.4011973816621555
M,2021-07-28,30,150,3.4011973816621555
M,2021-07-29,40,151,3.6888794541139363
M,2021-08-02,10,152,2.302585092994046
M,2021-08-03,30,153,3.4011973816621555
M,2021-08-04,70,154,4.248495242049359
M,2021-08-05,30,155,3.4011973816621555
M,2021-08-06,30,156,3.4011973816621555
M,2021-08-07,50,157,3.912023005428146
M,2021-08-09,10,158,2.302585092994046
M,2021-08-10,20,159,2.995732273553991
M,2021-08-11,30,160,3.4011973816621555
M,2021-08-12,30,161,3.4011973816621555
M,2021-08-13,40,162,3.6888794541139363
M,2021-08-14,20,163,2.995732273553991
M,2021-08-16,20,164,2.995732273553991
M,2021-08-17,100,165,4.605170185988092
M,2021-08-18,20,166,2.995732273553991
M,2021-08-19,30,167,3.4011973816621555
M,2021-08-20,20,168,2.995732273553991
M,2021-08-21,20,169,2.995732273553991
M,2021-08-23,30,170,3.4011973816621555
M,2021-08-24,20,171,2.995732273553991
M,2021-08-25,20,172,2.995732273553991
M,2021-08-26,60,173,4.0943445622221
M,2021-08-27,20,174,2.995732273553991
M,2021-08-28,70,175,4.248495242049359
M,2021-08-30,10,176,2.302585092994046
M,2021-08-31,50,177,3.912023005428146
M,2021-09-01,40,178,3.6888794541139363
M,2021-09-02,30,179,3.4011973816621555
M,2021-09-03,10,180,2.302585092994046
M,2021-09-04,20,181,2.995732273553991
M,2021-09-06,40,182,3.6888794541139363
M,2021-09-07,20,183,2.995732273553991
M,2021-09-08,60,184,4.0943445622221
M,2021-09-09,100,185,4.605170185988092
M,2021-09-10,30,186,3.4011973816621555
M,2021-09-11,10,187,2.302585092994046
M,2021-09-13,10,188,2.302585092994046
M,2021-09-15,50,189,3.912023005428146
M,2021-09-16,40,190,3.6888794541139363
M,2021-09-17,20,191,2.995732273553991
M,2021-09-18,30,192,3.4011973816621555
M,2021-09-20,50,193,3.912023005428146
M,2021-09-21,20,194,2.995732273553991
M,2021-09-23,20,195,2.995732273553991
M,2021-09-24,10,196,2.302585092994046
M,2021-09-25,50,197,3.912023005428146
M,2021-09-27,20,198,2.995732273553991
M,2021-09-28,40,199,3.6888794541139363
M,2021-09-30,70,200,4.248495242049359
M,2021-10-01,30,201,3.4011973816621555
M,2021-10-02,30,202,3.4011973816621555
M,2021-10-04,30,203,3.4011973816621555
M,2021-10-05,30,204,3.4011973816621555
M,2021-10-06,30,205,3.4011973816621555
M,2021-10-07,60,206,4.0943445622221
M,2021-10-08,50,207,3.912023005428146
M,2021-10-09,70,208,4.248495242049359
M,2021-10-11,40,209,3.6888794541139363
M,2021-10-12,30,210,3.4011973816621555
M,2021-10-13,70,211,4.248495242049359
M,2021-10-14,40,212,3.6888794541139363
M,2021-10-15,50,213,3.912023005428146
M,2021-10-16,10,214,2.302585092994046
M,2021-10-18,40,215,3.6888794541139363
M,2021-10-20,80,216,4.382026634673881
M,2021-10-21,30,217,3.4011973816621555
M,2021-10-22,30,218,3.4011973816621555
M,2021-10-23,30,219,3.4011973816621555
M,2021-10-25,30,220,3.4011973816621555
M,2021-10-26,30,221,3.4011973816621555
M,2021-10-27,30,222,3.4011973816621555
M,2021-10-28,60,223,4.0943445622221
M,2021-10-29,30,224,3.4011973816621555
M,2021-10-30,40,225,3.6888794541139363
M,2021-11-01,30,226,3.4011973816621555
M,2021-11-02,20,227,2.995732273553991
M,2021-11-03,40,228,3.6888794541139363
M,2021-11-04,80,229,4.382026634673881
M,2021-11-05,40,230,3.6888794541139363
M,2021-11-06,50,231,3.912023005428146
M,2021-11-08,40,232,3.6888794541139363
M,2021-11-09,50,233,3.912023005428146
M,2021-11-10,60,234,4.0943445622221
M,2021-11-11,20,235,2.995732273553991
M,2021-11-12,60,236,4.0943445622221
M,2021-11-13,60,237,4.0943445622221
M,2021-11-15,30,238,3.4011973816621555
M,2021-11-16,80,239,4.382026634673881
M,2021-11-17,30,240,3.4011973816621555
M,2021-11-18,100,241,4.605170185988092
M,2021-11-19,10,242,2.302585092994046
M,2021-11-22,10,243,2.302585092994046
M,2021-11-23,60,244,4.0943445622221
M,2021-11-24,50,245,3.912023005428146
M,2021-11-25,80,246,4.382026634673881
M,2021-11-26,50,247,3.912023005428146
M,2021-11-27,20,248,2.995732273553991
M,2021-11-29,50,249,3.912023005428146
M,2021-11-30,70,250,4.248495242049359
M,2021-12-01,70,251,4.248495242049359
M,2021-12-02,60,252,4.0943445622221
M,2021-12-03,30,253,3.4011973816621555
M,2021-12-04,60,254,4.0943445622221
M,2021-12-06,50,255,3.912023005428146
M,2021-12-07,40,256,3.6888794541139363
M,2021-12-08,40,257,3.6888794541139363
M,2021-12-09,60,258,4.0943445622221
M,2021-12-10,10,259,2.302585092994046
M,2021-12-11,40,260,3.6888794541139363
M,2021-12-13,60,261,4.0943445622221
M,2021-12-14,50,262,3.912023005428146
M,2021-12-15,90,263,4.499809670330265
M,2021-12-16,70,264,4.248495242049359
M,2021-12-17,20,265,2.995732273553991
M,2021-12-18,50,266,3.912023005428146
M,2021-12-20,10,267,2.302585092994046
M,2021-12-21,80,268,4.382026634673881
M,2021-12-22,20,269,2.995732273553991
M,2021-12-23,30,270,3.4011973816621555
M,2021-12-25,40,271,3.6888794541139363
M,2021-12-27,30,272,3.4011973816621555
M,2021-12-28,60,273,4.0943445622221
M,2021-12-29,50,274,3.912023005428146
M,2021-12-30,70,275,4.248495242049359
M,2021-12-31,80,276,4.382026634673881
M,2022-01-03,70,277,4.248495242049359
M,2022-01-04,80,278,4.382026634673881
M,2022-01-05,40,279,3.6888794541139363
M,2022-01-06,50,280,3.912023005428146
M,2022-01-07,50,281,3.912023005428146
M,2022-01-08,10,282,2.302585092994046
M,2022-01-10,10,283,2.302585092994046
M,2022-01-11,50,284,3.912023005428146
M,2022-01-12,50,285,3.912023005428146
M,2022-01-13,70,286,4.248495242049359
M,2022-01-14,10,287,2.302585092994046
M,2022-01-17,30,288,3.4011973816621555
M,2022-01-18,60,289,4.0943445622221
M,2022-01-19,30,290,3.4011973816621555
M,2022-01-20,50,291,3.912023005428146
M,2022-01-21,50,292,3.912023005428146
M,2022-01-22,50,293,3.912023005428146
M,2022-01-24,80,294,4.382026634673881
M,2022-01-25,60,295,4.0943445622221
M,2022-01-26,50,296,3.912023005428146
M,2022-01-27,60,297,4.0943445622221
M,2022-01-28,10,298,2.302585092994046
M,2022-01-30,20,299,2.995732273553991
M,2022-01-31,60,300,4.0943445622221
M,2022-02-01,40,301,3.6888794541139363
M,2022-02-02,60,302,4.0943445622221
M,2022-02-03,90,303,4.499809670330265
M,2022-02-04,50,304,3.912023005428146
M,2022-02-05,40,305,3.6888794541139363
M,2022-02-07,40,306,3.6888794541139363
M,2022-02-09,91,307,4.51085950651685
M,2022-02-10,30,308,3.4011973816621555
M,2022-02-11,10,309,2.302585092994046
M,2022-02-12,30,310,3.4011973816621555
M,2022-02-14,20,311,2.995732273553991
M,2022-02-15,120,312,4.787491742782046
M,2022-02-16,50,313,3.912023005428146
M,2022-02-17,30,314,3.4011973816621555
M,2022-02-19,100,315,4.605170185988092
M,2022-02-21,40,316,3.6888794541139363
M,2022-02-23,20,317,2.995732273553991
M,2022-02-24,110,318,4.700480365792417
M,2022-02-26,10,319,2.302585092994046
M,2022-02-27,90,320,4.499809670330265
M,2022-02-28,50,321,3.912023005428146
M,2022-03-01,60,322,4.0943445622221
M,2022-03-02,40,323,3.6888794541139363
M,2022-03-03,70,324,4.248495242049359
M,2022-03-04,20,325,2.995732273553991
M,2022-03-06,40,326,3.6888794541139363
M,2022-03-08,40,327,3.6888794541139363
M,2022-03-09,10,328,2.302585092994046
M,2022-03-10,40,329,3.6888794541139363
M,2022-03-11,30,330,3.4011973816621555
M,2022-03-12,40,331,3.6888794541139363
M,2022-03-14,30,332,3.4011973816621555
M,2022-03-16,10,333,2.302585092994046
M,2022-03-17,50,334,3.912023005428146
M,2022-03-18,20,335,2.995732273553991
M,2022-03-19,20,336,2.995732273553991
M,2022-03-21,100,337,4.605170185988092
M,2022-03-22,50,338,3.912023005428146
M,2022-03-23,20,339,2.995732273553991
M,2022-03-24,90,340,4.499809670330265
M,2022-03-25,20,341,2.995732273553991
M,2022-03-26,40,342,3.6888794541139363
M,2022-03-28,20,343,2.995732273553991
M,2022-03-29,50,344,3.912023005428146
M,2022-03-31,70,345,4.248495242049359
M,2022-04-01,60,346,4.0943445622221
M,2022-04-02,40,347,3.6888794541139363
M,2022-04-04,10,348,2.302585092994046
M,2022-04-05,50,349,3.912023005428146
M,2022-04-06,30,350,3.4011973816621555
M,2022-04-07,30,351,3.4011973816621555
M,2022-04-08,20,352,2.995732273553991
M,2022-04-09,20,353,2.995732273553991
M,2022-04-11,50,354,3.912023005428146
M,2022-04-12,20,355,2.995732273553991
M,2022-04-13,50,356,3.912023005428146
M,2022-04-14,50,357,3.912023005428146
M,2022-04-15,50,358,3.912023005428146
M,2022-04-16,40,359,3.6888794541139363
M,2022-04-18,50,360,3.912023005428146
M,2022-04-19,40,361,3.6888794541139363
M,2022-04-20,90,362,4.499809670330265
M,2022-04-21,40,363,3.6888794541139363
M,2022-04-22,20,364,2.995732273553991
M,2022-04-23,40,365,3.6888794541139363
M,2022-04-25,40,366,3.6888794541139363
M,2022-04-26,30,367,3.4011973816621555
M,2022-04-28,100,368,4.605170185988092
M,2022-05-05,90,369,4.499809670330265
M,2022-05-07,60,370,4.0943445622221
M,2022-05-10,60,371,4.0943445622221
M,2022-05-11,80,372,4.382026634673881
M,2022-05-12,40,373,3.6888794541139363
M,2022-05-13,60,374,4.0943445622221
M,2022-05-14,70,375,4.248495242049359
M,2022-05-16,50,376,3.912023005428146
M,2022-05-17,40,377,3.6888794541139363
M,2022-05-19,70,378,4.248495242049359
M,2022-05-20,10,379,2.302585092994046
M,2022-05-21,40,380,3.6888794541139363
M,2022-05-24,70,381,4.248495242049359
M,2022-05-25,60,382,4.0943445622221
M,2022-05-26,30,383,3.4011973816621555
M,2022-05-27,50,384,3.912023005428146
M,2022-05-30,70,385,4.248495242049359
M,2022-05-31,80,386,4.382026634673881
M,2022-06-01,60,387,4.0943445622221
M,2022-06-02,30,388,3.4011973816621555
M,2022-06-03,40,389,3.6888794541139363
M,2022-06-04,30,390,3.4011973816621555
M,2022-06-06,80,391,4.382026634673881
M,2022-06-07,50,392,3.912023005428146
M,2022-06-08,50,393,3.912023005428146
M,2022-06-09,20,394,2.995732273553991
M,2022-06-10,30,395,3.4011973816621555
M,2022-06-11,30,396,3.4011973816621555
M,2022-06-13,20,397,2.995732273553991
M,2022-06-14,50,398,3.912023005428146
M,2022-06-15,90,399,4.499809670330265
M,2022-06-16,30,400,3.4011973816621555
M,2022-06-17,40,401,3.6888794541139363
M,2022-06-18,30,402,3.4011973816621555
M,2022-06-20,30,403,3.4011973816621555
M,2022-06-21,100,404,4.605170185988092
M,2022-06-22,100,405,4.605170185988092
M,2022-06-23,70,406,4.248495242049359
M,2022-06-24,40,407,3.6888794541139363
M,2022-06-25,40,408,3.6888794541139363
M,2022-06-27,80,409,4.382026634673881
M,2022-06-28,90,410,4.499809670330265
M,2022-06-29,60,411,4.0943445622221
M,2022-06-30,40,412,3.6888794541139363
M,2022-07-01,30,413,3.4011973816621555
M,2022-07-04,20,414,2.995732273553991
M,2022-07-05,70,415,4.248495242049359
M,2022-07-06,90,416,4.499809670330265
M,2022-07-07,60,417,4.0943445622221
M,2022-07-08,40,418,3.6888794541139363
M,2022-07-09,40,419,3.6888794541139363
M,2022-07-11,50,420,3.912023005428146
M,2022-07-12,80,421,4.382026634673881
M,2022-07-13,60,422,4.0943445622221
M,2022-07-14,40,423,3.6888794541139363
M,2022-07-15,70,424,4.248495242049359
M,2022-07-16,40,425,3.6888794541139363
M,2022-07-23,50,426,3.912023005428146
M,2022-07-25,40,427,3.6888794541139363
M,2022-07-26,90,428,4.499809670330265
M,2022-07-27,70,429,4.248495242049359
M,2022-07-28,50,430,3.912023005428146
M,2022-07-29,30,431,3.4011973816621555
M,2022-07-30,70,432,4.248495242049359
M,2022-08-01,40,433,3.6888794541139363
M,2022-08-02,40,434,3.6888794541139363
M,2022-08-03,90,435,4.499809670330265
M,2022-08-04,20,436,2.995732273553991
M,2022-08-05,40,437,3.6888794541139363
M,2022-08-06,30,438,3.4011973816621555
M,2022-08-08,30,439,3.4011973816621555
M,2022-08-09,40,440,3.6888794541139363
M,2022-08-10,50,441,3.912023005428146
M,2022-08-11,10,442,2.302585092994046
M,2022-08-12,40,443,3.6888794541139363
M,2022-08-13,42,444,3.7376696182833684
M,2022-08-16,30,445,3.4011973816621555
M,2022-08-17,60,446,4.0943445622221
M,2022-08-18,40,447,3.6888794541139363
M,2022-08-19,20,448,2.995732273553991
M,2022-08-20,64,449,4.1588830833596715
M,2022-08-22,70,450,4.248495242049359
M,2022-08-23,34,451,3.5263605246161616
M,2022-08-24,70,452,4.248495242049359
M,2022-08-25,30,453,3.4011973816621555
M,2022-08-26,20,454,2.995732273553991
M,2022-08-27,40,455,3.6888794541139363
M,2022-08-30,40,456,3.6888794541139363
M,2022-08-31,50,457,3.912023005428146
M,2022-09-01,40,458,3.6888794541139363
M,2022-09-02,20,459,2.995732273553991
M,2022-09-03,60,460,4.0943445622221
M,2022-09-06,50,461,3.912023005428146
M,2022-09-07,50,462,3.912023005428146
M,2022-09-09,40,463,3.6888794541139363
M,2022-09-10,10,464,2.302585092994046
M,2022-09-12,40,465,3.6888794541139363
M,2022-09-13,20,466,2.995732273553991
M,2022-09-14,60,467,4.0943445622221
M,2022-09-15,50,468,3.912023005428146
M,2022-09-16,30,469,3.4011973816621555
M,2022-09-17,10,470,2.302585092994046
M,2022-09-19,10,471,2.302585092994046
M,2022-09-20,60,472,4.0943445622221
M,2022-09-21,130,473,4.867534450455582
M,2022-09-23,20,474,2.995732273553991
M,2022-09-24,20,475,2.995732273553991
M,2022-09-27,90,476,4.499809670330265
M,2022-09-28,50,477,3.912023005428146
M,2022-09-29,10,478,2.302585092994046
M,2022-09-30,40,479,3.6888794541139363
M,2022-10-01,30,480,3.4011973816621555
M,2022-10-03,40,481,3.6888794541139363
M,2022-10-04,30,482,3.4011973816621555
M,2022-10-05,50,483,3.912023005428146
M,2022-10-06,30,484,3.4011973816621555
M,2022-10-07,60,485,4.0943445622221
M,2022-10-09,50,486,3.912023005428146
M,2022-10-10,30,487,3.4011973816621555
M,2022-10-11,10,488,2.302585092994046
M,2022-10-12,70,489,4.248495242049359
M,2022-10-13,30,490,3.4011973816621555
M,2022-10-14,100,491,4.605170185988092
M,2022-10-15,20,492,2.995732273553991
M,2022-10-17,40,493,3.6888794541139363
M,2022-10-18,80,494,4.382026634673881
M,2022-10-19,60,495,4.0943445622221
M,2022-10-20,50,496,3.912023005428146
M,2022-10-21,30,497,3.4011973816621555
M,2022-10-22,30,498,3.4011973816621555
M,2022-10-24,10,499,2.302585092994046
M,2022-10-25,30,500,3.4011973816621555
M,2022-10-26,120,501,4.787491742782046
M,2022-10-27,60,502,4.0943445622221
M,2022-10-28,30,503,3.4011973816621555
M,2022-10-29,40,504,3.6888794541139363
M,2022-10-31,40,505,3.6888794541139363
M,2022-11-01,40,506,3.6888794541139363
M,2022-11-02,70,507,4.248495242049359
M,2022-11-03,60,508,4.0943445622221
M,2022-11-04,40,509,3.6888794541139363
M,2022-11-05,60,510,4.0943445622221
M,2022-11-07,20,511,2.995732273553991
M,2022-11-09,70,512,4.248495242049359
M,2022-11-10,50,513,3.912023005428146
M,2022-11-11,20,514,2.995732273553991
M,2022-11-12,70,515,4.248495242049359
M,2022-11-16,140,516,4.941642422609304
M,2022-11-17,30,517,3.4011973816621555
M,2022-11-18,50,518,3.912023005428146
M,2022-11-20,10,519,2.302585092994046
M,2022-11-21,60,520,4.0943445622221
M,2022-11-22,40,521,3.6888794541139363
M,2022-11-23,60,522,4.0943445622221
M,2022-11-24,70,523,4.248495242049359
M,2022-11-25,20,524,2.995732273553991
M,2022-11-26,80,525,4.382026634673881
M,2022-11-28,30,526,3.4011973816621555
M,2022-11-29,60,527,4.0943445622221
M,2022-11-30,60,528,4.0943445622221
M,2022-12-02,30,529,3.4011973816621555
M,2022-12-03,20,530,2.995732273553991
M,2022-12-05,70,531,4.248495242049359
M,2022-12-06,20,532,2.995732273553991
M,2022-12-08,40,533,3.6888794541139363
M,2022-12-09,20,534,2.995732273553991
M,2022-12-10,30,535,3.4011973816621555
M,2022-12-12,10,536,2.302585092994046
M,2022-12-13,60,537,4.0943445622221
M,2022-12-14,20,538,2.995732273553991
M,2022-12-15,40,539,3.6888794541139363
M,2022-12-16,40,540,3.6888794541139363
M,2022-12-17,20,541,2.995732273553991
M,2022-12-19,60,542,4.0943445622221
M,2022-12-20,50,543,3.912023005428146
M,2022-12-21,70,544,4.248495242049359
M,2022-12-22,60,545,4.0943445622221
M,2022-12-23,90,546,4.499809670330265
M,2022-12-24,130,547,4.867534450455582
M,2022-12-26,40,548,3.6888794541139363
M,2022-12-27,110,549,4.700480365792417
M,2022-12-28,40,550,3.6888794541139363
M,2022-12-29,30,551,3.4011973816621555
M,2022-12-30,50,552,3.912023005428146
M,2023-01-02,20,553,2.995732273553991
M,2023-01-03,80,554,4.382026634673881
M,2023-01-04,80,555,4.382026634673881
M,2023-01-05,60,556,4.0943445622221
M,2023-01-06,20,557,2.995732273553991
M,2023-01-07,20,558,2.995732273553991
M,2023-01-09,60,559,4.0943445622221
M,2023-01-10,100,560,4.605170185988092
M,2023-01-11,30,561,3.4011973816621555
M,2023-01-12,40,562,3.6888794541139363
M,2023-01-13,70,563,4.248495242049359
M,2023-01-14,20,564,2.995732273553991
M,2023-01-16,40,565,3.6888794541139363
M,2023-01-17,70,566,4.248495242049359
M,2023-01-18,80,567,4.382026634673881
M,2023-01-19,30,568,3.4011973816621555
M,2023-01-20,130,569,4.867534450455582
M,2023-01-21,80,570,4.382026634673881
M,2023-01-23,80,571,4.382026634673881
M,2023-01-24,40,572,3.6888794541139363
M,2023-01-25,40,573,3.6888794541139363
M,2023-01-26,20,574,2.995732273553991
M,2023-01-27,50,575,3.912023005428146
M,2023-01-28,30,576,3.4011973816621555
M,2023-01-30,70,577,4.248495242049359
M,2023-01-31,90,578,4.499809670330265
M,2023-02-01,60,579,4.0943445622221
M,2023-02-02,40,580,3.6888794541139363
M,2023-02-04,10,581,2.302585092994046
M,2023-02-06,70,582,4.248495242049359
M,2023-02-07,70,583,4.248495242049359
M,2023-02-08,50,584,3.912023005428146
M,2023-02-09,70,585,4.248495242049359
M,2023-02-11,20,586,2.995732273553991
M,2023-02-13,50,587,3.912023005428146
M,2023-02-14,40,588,3.6888794541139363
M,2023-02-15,60,589,4.0943445622221
M,2023-02-16,50,590,3.912023005428146
M,2023-02-17,30,591,3.4011973816621555
M,2023-02-18,40,592,3.6888794541139363
M,2023-02-20,30,593,3.4011973816621555
M,2023-02-21,60,594,4.0943445622221
M,2023-02-22,60,595,4.0943445622221
M,2023-02-23,70,596,4.248495242049359
M,2023-02-26,70,597,4.248495242049359
M,2023-02-27,50,598,3.912023005428146
M,2023-02-28,30,599,3.4011973816621555
M,2023-03-01,80,600,4.382026634673881
M,2023-03-03,90,601,4.499809670330265
M,2023-03-04,20,602,2.995732273553991
M,2023-03-06,60,603,4.0943445622221
M,2023-03-07,20,604,2.995732273553991
M,2023-03-08,50,605,3.912023005428146
M,2023-03-09,70,606,4.248495242049359
M,2023-03-10,40,607,3.6888794541139363
M,2023-03-11,20,608,2.995732273553991
M,2023-03-13,70,609,4.248495242049359
M,2023-03-14,70,610,4.248495242049359
M,2023-03-15,40,611,3.6888794541139363
M,2023-03-16,60,612,4.0943445622221
M,2023-03-17,30,613,3.4011973816621555
M,2023-03-18,10,614,2.302585092994046
M,2023-03-20,90,615,4.499809670330265
M,2023-03-21,30,616,3.4011973816621555
M,2023-03-22,20,617,2.995732273553991
M,2023-03-23,10,618,2.302585092994046
M,2023-03-24,90,619,4.499809670330265
M,2023-03-25,30,620,3.4011973816621555
